name,label
Trimble Inc.,"{""Management_Of_Legal_And_Regulatory_Framework"": 103, ""Director_Removal"": 5, ""Systemic_Risk_Management"": 49, ""Product_Design_And_Lifecycle_Management"": 55, ""Employee_Health_And_Safety"": 7, ""Business_Ethics"": 21, ""Business_Model_Resilience"": 25, ""Supply_Chain_Management"": 12, ""Data_Security"": 13, ""Access_And_Affordability"": 1, ""Competitive_Behavior"": 22, ""Energy_Management"": 4, ""Ecological_Impacts"": 2, ""Customer_Privacy"": 2, ""Water_And_Wastewater_Management"": 2, ""Customer_Welfare"": 2, ""Human_Rights_And_Community_Relations"": 3, ""GHG_Emissions"": 3, ""Employee_Engagement_Inclusion_And_Diversity"": 12, ""Labor_Practices"": 1, ""Critical_Incident_Risk_Management"": 1, ""Product_Quality_And_Safety"": 1, ""Physical_Impacts_Of_Climate_Change"": 2}"
Truist Financial Corporation,"{""Human_Rights_And_Community_Relations"": 5, ""Business_Model_Resilience"": 13, ""Competitive_Behavior"": 2, ""Labor_Practices"": 2, ""Product_Design_And_Lifecycle_Management"": 4, ""Systemic_Risk_Management"": 17, ""GHG_Emissions"": 2, ""Management_Of_Legal_And_Regulatory_Framework"": 6, ""Employee_Engagement_Inclusion_And_Diversity"": 3, ""Access_And_Affordability"": 6, ""Waste_And_Hazardous_Materials_Management"": 1, ""Physical_Impacts_Of_Climate_Change"": 1, ""Critical_Incident_Risk_Management"": 1, ""Data_Security"": 1}"
"Tyler Technologies, Inc.","{""Business_Model_Resilience"": 19, ""Systemic_Risk_Management"": 61, ""Product_Design_And_Lifecycle_Management"": 10, ""Management_Of_Legal_And_Regulatory_Framework"": 153, ""Critical_Incident_Risk_Management"": 2, ""Human_Rights_And_Community_Relations"": 2, ""Employee_Health_And_Safety"": 3, ""Energy_Management"": 2, ""Employee_Engagement_Inclusion_And_Diversity"": 6, ""Data_Security"": 4, ""Access_And_Affordability"": 2, ""Competitive_Behavior"": 20, ""Labor_Practices"": 6, ""Business_Ethics"": 11}"
"Tyson Foods, Inc.","{""Management_Of_Legal_And_Regulatory_Framework"": 154, ""Systemic_Risk_Management"": 92, ""Business_Model_Resilience"": 11, ""Customer_Welfare"": 28, ""Product_Design_And_Lifecycle_Management"": 26, ""Supply_Chain_Management"": 5, ""Access_And_Affordability"": 1, ""Selling_Practices_And_Product_Labeling"": 5, ""Product_Quality_And_Safety"": 7, ""GHG_Emissions"": 2, ""Labor_Practices"": 20, ""Employee_Health_And_Safety"": 8, ""Employee_Engagement_Inclusion_And_Diversity"": 5, ""Competitive_Behavior"": 64, ""Business_Ethics"": 32, ""Physical_Impacts_Of_Climate_Change"": 4, ""Data_Security"": 6, ""Director_Removal"": 5, ""Waste_And_Hazardous_Materials_Management"": 3, ""Water_And_Wastewater_Management"": 1, ""Ecological_Impacts"": 1, ""Energy_Management"": 3}"
"Udr, Inc.","{""Management_Of_Legal_And_Regulatory_Framework"": 225, ""Business_Ethics"": 15, ""Business_Model_Resilience"": 53, ""Physical_Impacts_Of_Climate_Change"": 7, ""Competitive_Behavior"": 59, ""Systemic_Risk_Management"": 127, ""Energy_Management"": 11, ""Employee_Engagement_Inclusion_And_Diversity"": 9, ""Employee_Health_And_Safety"": 4, ""Access_And_Affordability"": 3, ""Waste_And_Hazardous_Materials_Management"": 4, ""Air_Quality"": 1, ""Product_Quality_And_Safety"": 1, ""Data_Security"": 4, ""Critical_Incident_Risk_Management"": 1, ""Customer_Privacy"": 1, ""Director_Removal"": 6, ""Product_Design_And_Lifecycle_Management"": 1, ""Labor_Practices"": 2}"
Union Pacific Corp.,"{""Management_Of_Legal_And_Regulatory_Framework"": 129, ""Business_Ethics"": 9, ""Director_Removal"": 10, ""Supply_Chain_Management"": 8, ""Employee_Health_And_Safety"": 14, ""Business_Model_Resilience"": 12, ""GHG_Emissions"": 3, ""Product_Design_And_Lifecycle_Management"": 8, ""Systemic_Risk_Management"": 66, ""Physical_Impacts_Of_Climate_Change"": 5, ""Labor_Practices"": 14, ""Energy_Management"": 9, ""Human_Rights_And_Community_Relations"": 1, ""Waste_And_Hazardous_Materials_Management"": 6, ""Employee_Engagement_Inclusion_And_Diversity"": 6, ""Critical_Incident_Risk_Management"": 8, ""Data_Security"": 5, ""Competitive_Behavior"": 13, ""Ecological_Impacts"": 2, ""Customer_Welfare"": 1}"
Unitedhealth Group Incorporated,"{""Management_Of_Legal_And_Regulatory_Framework"": 139, ""Business_Ethics"": 19, ""Access_And_Affordability"": 33, ""Product_Design_And_Lifecycle_Management"": 11, ""Customer_Welfare"": 4, ""Employee_Health_And_Safety"": 6, ""Employee_Engagement_Inclusion_And_Diversity"": 9, ""Data_Security"": 10, ""Customer_Privacy"": 5, ""Selling_Practices_And_Product_Labeling"": 1, ""Competitive_Behavior"": 23, ""Director_Removal"": 3, ""Business_Model_Resilience"": 6, ""Systemic_Risk_Management"": 50, ""Physical_Impacts_Of_Climate_Change"": 1, ""Product_Quality_And_Safety"": 1, ""Critical_Incident_Risk_Management"": 3, ""Energy_Management"": 3, ""Labor_Practices"": 2}"
Valero Energy Corporation,"{""Customer_Privacy"": 2, ""Management_Of_Legal_And_Regulatory_Framework"": 193, ""Director_Removal"": 4, ""Business_Model_Resilience"": 11, ""Energy_Management"": 26, ""GHG_Emissions"": 17, ""Customer_Welfare"": 5, ""Competitive_Behavior"": 28, ""Product_Design_And_Lifecycle_Management"": 25, ""Waste_And_Hazardous_Materials_Management"": 4, ""Employee_Engagement_Inclusion_And_Diversity"": 4, ""Labor_Practices"": 13, ""Employee_Health_And_Safety"": 3, ""Business_Ethics"": 16, ""Systemic_Risk_Management"": 97, ""Physical_Impacts_Of_Climate_Change"": 4, ""Supply_Chain_Management"": 8, ""Air_Quality"": 3, ""Product_Quality_And_Safety"": 1, ""Data_Security"": 4}"
"Ventas, Inc.","{""Business_Model_Resilience"": 41, ""Management_Of_Legal_And_Regulatory_Framework"": 242, ""Systemic_Risk_Management"": 160, ""Employee_Engagement_Inclusion_And_Diversity"": 13, ""Access_And_Affordability"": 23, ""Physical_Impacts_Of_Climate_Change"": 12, ""Director_Removal"": 11, ""Business_Ethics"": 19, ""Supply_Chain_Management"": 4, ""Customer_Privacy"": 4, ""Air_Quality"": 1, ""Energy_Management"": 9, ""Employee_Health_And_Safety"": 4, ""Customer_Welfare"": 1, ""Competitive_Behavior"": 37, ""Human_Rights_And_Community_Relations"": 1, ""Critical_Incident_Risk_Management"": 1, ""Data_Security"": 7, ""Waste_And_Hazardous_Materials_Management"": 3, ""Labor_Practices"": 8, ""Product_Design_And_Lifecycle_Management"": 4}"
Verisign Inc,"{""Business_Model_Resilience"": 8, ""Data_Security"": 45, ""Selling_Practices_And_Product_Labeling"": 1, ""Director_Removal"": 57, ""Management_Of_Legal_And_Regulatory_Framework"": 173, ""Customer_Privacy"": 15, ""Employee_Engagement_Inclusion_And_Diversity"": 24, ""Labor_Practices"": 40, ""GHG_Emissions"": 1, ""Business_Ethics"": 25, ""Systemic_Risk_Management"": 44, ""Competitive_Behavior"": 40, ""Human_Rights_And_Community_Relations"": 2, ""Employee_Health_And_Safety"": 2, ""Critical_Incident_Risk_Management"": 1, ""Energy_Management"": 1, ""Product_Design_And_Lifecycle_Management"": 3}"
"Verisk Analytics, Inc.","{""Business_Model_Resilience"": 36, ""Systemic_Risk_Management"": 96, ""Director_Removal"": 5, ""Management_Of_Legal_And_Regulatory_Framework"": 173, ""Physical_Impacts_Of_Climate_Change"": 6, ""Business_Ethics"": 30, ""Product_Design_And_Lifecycle_Management"": 7, ""Product_Quality_And_Safety"": 4, ""Customer_Welfare"": 1, ""Customer_Privacy"": 15, ""Critical_Incident_Risk_Management"": 3, ""Competitive_Behavior"": 44, ""Employee_Health_And_Safety"": 7, ""Data_Security"": 12, ""Employee_Engagement_Inclusion_And_Diversity"": 9, ""Labor_Practices"": 12, ""Supply_Chain_Management"": 1, ""Access_And_Affordability"": 1}"
Verizon Communications,"{""Management_Of_Legal_And_Regulatory_Framework"": 254, ""Systemic_Risk_Management"": 99, ""Business_Ethics"": 18, ""Business_Model_Resilience"": 19, ""Energy_Management"": 22, ""Data_Security"": 27, ""Product_Design_And_Lifecycle_Management"": 18, ""Competitive_Behavior"": 55, ""Critical_Incident_Risk_Management"": 2, ""Employee_Engagement_Inclusion_And_Diversity"": 5, ""Labor_Practices"": 8, ""Customer_Privacy"": 4, ""Physical_Impacts_Of_Climate_Change"": 1, ""Employee_Health_And_Safety"": 2, ""Supply_Chain_Management"": 3, ""GHG_Emissions"": 1, ""Director_Removal"": 2}"
Vertex Pharmaceuticals Inc,"{""Management_Of_Legal_And_Regulatory_Framework"": 217, ""Competitive_Behavior"": 98, ""Access_And_Affordability"": 42, ""Employee_Health_And_Safety"": 13, ""Customer_Welfare"": 42, ""Selling_Practices_And_Product_Labeling"": 13, ""Employee_Engagement_Inclusion_And_Diversity"": 15, ""Water_And_Wastewater_Management"": 1, ""Product_Quality_And_Safety"": 32, ""Product_Design_And_Lifecycle_Management"": 47, ""Data_Security"": 6, ""Business_Ethics"": 22, ""Customer_Privacy"": 12, ""Waste_And_Hazardous_Materials_Management"": 3, ""Labor_Practices"": 10, ""Director_Removal"": 64, ""Business_Model_Resilience"": 11, ""Ecological_Impacts"": 2, ""Systemic_Risk_Management"": 55, ""Supply_Chain_Management"": 4}"
Viatris Inc.,"{""Management_Of_Legal_And_Regulatory_Framework"": 252, ""Systemic_Risk_Management"": 114, ""Director_Removal"": 5, ""Competitive_Behavior"": 109, ""Business_Ethics"": 41, ""Access_And_Affordability"": 17, ""Customer_Welfare"": 25, ""Business_Model_Resilience"": 18, ""Product_Design_And_Lifecycle_Management"": 42, ""Supply_Chain_Management"": 10, ""Product_Quality_And_Safety"": 18, ""Physical_Impacts_Of_Climate_Change"": 4, ""Customer_Privacy"": 6, ""Employee_Engagement_Inclusion_And_Diversity"": 9, ""Employee_Health_And_Safety"": 7, ""Waste_And_Hazardous_Materials_Management"": 1, ""Selling_Practices_And_Product_Labeling"": 6, ""Critical_Incident_Risk_Management"": 1, ""Data_Security"": 9, ""Labor_Practices"": 8}"
Vici Properties Inc.,"{""Business_Model_Resilience"": 41, ""Systemic_Risk_Management"": 152, ""Competitive_Behavior"": 73, ""Human_Rights_And_Community_Relations"": 3, ""Employee_Engagement_Inclusion_And_Diversity"": 5, ""Management_Of_Legal_And_Regulatory_Framework"": 338, ""Business_Ethics"": 11, ""Director_Removal"": 6, ""Physical_Impacts_Of_Climate_Change"": 9, ""Product_Design_And_Lifecycle_Management"": 2, ""Waste_And_Hazardous_Materials_Management"": 4, ""GHG_Emissions"": 1, ""Ecological_Impacts"": 2, ""Air_Quality"": 1, ""Water_And_Wastewater_Management"": 1, ""Supply_Chain_Management"": 1, ""Data_Security"": 5, ""Access_And_Affordability"": 2, ""Labor_Practices"": 2, ""Energy_Management"": 2, ""Selling_Practices_And_Product_Labeling"": 1}"
Vistra Corp.,"{""Energy_Management"": 81, ""Physical_Impacts_Of_Climate_Change"": 26, ""Business_Model_Resilience"": 26, ""Product_Design_And_Lifecycle_Management"": 6, ""Management_Of_Legal_And_Regulatory_Framework"": 294, ""GHG_Emissions"": 22, ""Systemic_Risk_Management"": 154, ""Employee_Health_And_Safety"": 14, ""Ecological_Impacts"": 14, ""Employee_Engagement_Inclusion_And_Diversity"": 10, ""Competitive_Behavior"": 76, ""Business_Ethics"": 18, ""Human_Rights_And_Community_Relations"": 1, ""Supply_Chain_Management"": 6, ""Access_And_Affordability"": 1, ""Labor_Practices"": 7, ""Air_Quality"": 13, ""Waste_And_Hazardous_Materials_Management"": 7, ""Water_And_Wastewater_Management"": 10, ""Data_Security"": 9, ""Critical_Incident_Risk_Management"": 12, ""Director_Removal"": 4, ""Product_Quality_And_Safety"": 1}"
Vulcan Materials Company,"{""Product_Design_And_Lifecycle_Management"": 33, ""Business_Model_Resilience"": 29, ""Competitive_Behavior"": 49, ""Employee_Engagement_Inclusion_And_Diversity"": 10, ""Employee_Health_And_Safety"": 18, ""Management_Of_Legal_And_Regulatory_Framework"": 176, ""Access_And_Affordability"": 7, ""Supply_Chain_Management"": 12, ""Ecological_Impacts"": 15, ""GHG_Emissions"": 9, ""Business_Ethics"": 32, ""Physical_Impacts_Of_Climate_Change"": 4, ""Systemic_Risk_Management"": 77, ""Energy_Management"": 12, ""Water_And_Wastewater_Management"": 11, ""Critical_Incident_Risk_Management"": 5, ""Waste_And_Hazardous_Materials_Management"": 8, ""Customer_Welfare"": 1, ""Labor_Practices"": 12, ""Data_Security"": 1, ""Product_Quality_And_Safety"": 2, ""Director_Removal"": 7, ""Air_Quality"": 1}"
"Walgreens Boots Alliance, Inc","{""Director_Removal"": 15, ""Competitive_Behavior"": 62, ""Management_Of_Legal_And_Regulatory_Framework"": 200, ""Business_Model_Resilience"": 31, ""Human_Rights_And_Community_Relations"": 1, ""Access_And_Affordability"": 20, ""Customer_Welfare"": 22, ""Systemic_Risk_Management"": 139, ""Supply_Chain_Management"": 9, ""Product_Design_And_Lifecycle_Management"": 16, ""Product_Quality_And_Safety"": 8, ""Data_Security"": 12, ""Employee_Health_And_Safety"": 7, ""Employee_Engagement_Inclusion_And_Diversity"": 5, ""Physical_Impacts_Of_Climate_Change"": 5, ""Critical_Incident_Risk_Management"": 2, ""Customer_Privacy"": 2, ""Business_Ethics"": 29, ""Labor_Practices"": 4, ""Energy_Management"": 6}"
Walmart Inc.,"{""Employee_Engagement_Inclusion_And_Diversity"": 9, ""Competitive_Behavior"": 50, ""Management_Of_Legal_And_Regulatory_Framework"": 153, ""Systemic_Risk_Management"": 90, ""Business_Model_Resilience"": 20, ""Customer_Welfare"": 12, ""Product_Design_And_Lifecycle_Management"": 25, ""Supply_Chain_Management"": 13, ""Access_And_Affordability"": 4, ""Business_Ethics"": 20, ""Labor_Practices"": 9, ""Director_Removal"": 6, ""Physical_Impacts_Of_Climate_Change"": 2, ""Product_Quality_And_Safety"": 1, ""Data_Security"": 12, ""Customer_Privacy"": 4, ""Selling_Practices_And_Product_Labeling"": 1, ""Waste_And_Hazardous_Materials_Management"": 1, ""Energy_Management"": 4}"
Waters Corp,"{""Product_Design_And_Lifecycle_Management"": 51, ""Systemic_Risk_Management"": 75, ""Business_Model_Resilience"": 8, ""Employee_Engagement_Inclusion_And_Diversity"": 4, ""Product_Quality_And_Safety"": 10, ""Customer_Welfare"": 12, ""Competitive_Behavior"": 34, ""Human_Rights_And_Community_Relations"": 1, ""Management_Of_Legal_And_Regulatory_Framework"": 145, ""Business_Ethics"": 15, ""Employee_Health_And_Safety"": 6, ""Energy_Management"": 6, ""GHG_Emissions"": 1, ""Supply_Chain_Management"": 6, ""Physical_Impacts_Of_Climate_Change"": 7, ""Customer_Privacy"": 3, ""Data_Security"": 9, ""Ecological_Impacts"": 1, ""Critical_Incident_Risk_Management"": 1, ""Labor_Practices"": 2, ""Director_Removal"": 6}"
"Wec Energy Group, Inc.","{""Systemic_Risk_Management"": 98, ""Energy_Management"": 60, ""Competitive_Behavior"": 40, ""Management_Of_Legal_And_Regulatory_Framework"": 368, ""Air_Quality"": 6, ""Labor_Practices"": 53, ""Business_Model_Resilience"": 14, ""GHG_Emissions"": 35, ""Data_Security"": 3, ""Employee_Health_And_Safety"": 12, ""Product_Design_And_Lifecycle_Management"": 2, ""Physical_Impacts_Of_Climate_Change"": 7, ""Supply_Chain_Management"": 3, ""Waste_And_Hazardous_Materials_Management"": 2, ""Business_Ethics"": 21, ""Critical_Incident_Risk_Management"": 4, ""Director_Removal"": 72, ""Water_And_Wastewater_Management"": 4, ""Ecological_Impacts"": 1, ""Employee_Engagement_Inclusion_And_Diversity"": 27, ""Access_And_Affordability"": 1, ""Human_Rights_And_Community_Relations"": 5, ""Customer_Welfare"": 1, ""Selling_Practices_And_Product_Labeling"": 1, ""Customer_Privacy"": 4}"
Welltower Inc.,"{""Employee_Health_And_Safety"": 4, ""Business_Model_Resilience"": 88, ""Access_And_Affordability"": 40, ""Management_Of_Legal_And_Regulatory_Framework"": 297, ""Employee_Engagement_Inclusion_And_Diversity"": 21, ""Competitive_Behavior"": 28, ""Systemic_Risk_Management"": 155, ""Business_Ethics"": 25, ""Critical_Incident_Risk_Management"": 1, ""Human_Rights_And_Community_Relations"": 1, ""Energy_Management"": 6, ""Product_Design_And_Lifecycle_Management"": 1, ""Data_Security"": 6, ""Customer_Privacy"": 1, ""Labor_Practices"": 2, ""Physical_Impacts_Of_Climate_Change"": 5, ""Waste_And_Hazardous_Materials_Management"": 2, ""Customer_Welfare"": 1, ""Director_Removal"": 3}"
Westrock Company,"{""Director_Removal"": 54, ""Business_Model_Resilience"": 33, ""Systemic_Risk_Management"": 130, ""Product_Design_And_Lifecycle_Management"": 76, ""Employee_Engagement_Inclusion_And_Diversity"": 28, ""GHG_Emissions"": 14, ""Management_Of_Legal_And_Regulatory_Framework"": 300, ""Labor_Practices"": 62, ""Human_Rights_And_Community_Relations"": 2, ""Water_And_Wastewater_Management"": 1, ""Employee_Health_And_Safety"": 17, ""Business_Ethics"": 23, ""Competitive_Behavior"": 49, ""Supply_Chain_Management"": 7, ""Physical_Impacts_Of_Climate_Change"": 10, ""Energy_Management"": 11, ""Product_Quality_And_Safety"": 1, ""Data_Security"": 8, ""Customer_Privacy"": 3, ""Waste_And_Hazardous_Materials_Management"": 5, ""Critical_Incident_Risk_Management"": 1, ""Access_And_Affordability"": 1, ""Ecological_Impacts"": 1}"
Weyerhaeuser Company,"{""Supply_Chain_Management"": 15, ""Product_Design_And_Lifecycle_Management"": 43, ""Business_Model_Resilience"": 16, ""GHG_Emissions"": 11, ""Employee_Engagement_Inclusion_And_Diversity"": 6, ""Human_Rights_And_Community_Relations"": 4, ""Systemic_Risk_Management"": 60, ""Competitive_Behavior"": 21, ""Management_Of_Legal_And_Regulatory_Framework"": 123, ""Director_Removal"": 7, ""Ecological_Impacts"": 32, ""Energy_Management"": 9, ""Water_And_Wastewater_Management"": 3, ""Waste_And_Hazardous_Materials_Management"": 6, ""Product_Quality_And_Safety"": 2, ""Employee_Health_And_Safety"": 1, ""Labor_Practices"": 18, ""Business_Ethics"": 11, ""Data_Security"": 5, ""Customer_Welfare"": 4, ""Physical_Impacts_Of_Climate_Change"": 9, ""Air_Quality"": 3, ""Critical_Incident_Risk_Management"": 3, ""Access_And_Affordability"": 1}"
Willis Towers Watson Public Limited Companys,"{""Business_Model_Resilience"": 13, ""Product_Design_And_Lifecycle_Management"": 18, ""Supply_Chain_Management"": 1, ""Systemic_Risk_Management"": 85, ""Competitive_Behavior"": 34, ""Management_Of_Legal_And_Regulatory_Framework"": 127, ""Business_Ethics"": 16, ""Air_Quality"": 8, ""GHG_Emissions"": 1, ""Energy_Management"": 1, ""Employee_Engagement_Inclusion_And_Diversity"": 3, ""Customer_Privacy"": 1, ""Director_Removal"": 12, ""Ecological_Impacts"": 1, ""Employee_Health_And_Safety"": 4, ""Labor_Practices"": 8}"
"W.W. Grainger, Inc.","{""Management_Of_Legal_And_Regulatory_Framework"": 242, ""Director_Removal"": 10, ""Systemic_Risk_Management"": 83, ""Business_Model_Resilience"": 46, ""Product_Design_And_Lifecycle_Management"": 21, ""Data_Security"": 10, ""Customer_Welfare"": 22, ""Employee_Health_And_Safety"": 6, ""Competitive_Behavior"": 42, ""Employee_Engagement_Inclusion_And_Diversity"": 9, ""Selling_Practices_And_Product_Labeling"": 2, ""Product_Quality_And_Safety"": 4, ""Business_Ethics"": 34, ""Customer_Privacy"": 4, ""Labor_Practices"": 11, ""Supply_Chain_Management"": 1, ""Physical_Impacts_Of_Climate_Change"": 1, ""Critical_Incident_Risk_Management"": 1, ""Access_And_Affordability"": 3}"
Wynn Resorts Ltd,"{""Management_Of_Legal_And_Regulatory_Framework"": 343, ""Systemic_Risk_Management"": 85, ""Energy_Management"": 5, ""Competitive_Behavior"": 53, ""Air_Quality"": 5, ""Business_Model_Resilience"": 21, ""Human_Rights_And_Community_Relations"": 3, ""Access_And_Affordability"": 1, ""Product_Design_And_Lifecycle_Management"": 4, ""Customer_Welfare"": 6, ""Labor_Practices"": 18, ""Business_Ethics"": 28, ""Director_Removal"": 10, ""Employee_Engagement_Inclusion_And_Diversity"": 5, ""Employee_Health_And_Safety"": 4, ""Customer_Privacy"": 7, ""Physical_Impacts_Of_Climate_Change"": 3, ""Data_Security"": 8, ""Critical_Incident_Risk_Management"": 3, ""Waste_And_Hazardous_Materials_Management"": 2, ""Water_And_Wastewater_Management"": 1, ""Ecological_Impacts"": 1}"
